day_of_week,start_time,finsh_time,stage
1,06:00,08:00,6
1,06:00,08:00,7
1,06:00,08:00,8
1,14:00,16:00,2
1,14:00,16:00,3
1,14:00,16:00,4
1,14:00,16:00,5
1,14:00,16:00,6
1,14:00,16:00,7
1,14:00,16:00,8
1,22:00,00:00,7
1,22:00,00:00,8
2,02:00,04:00,2
2,02:00,04:00,3
2,02:00,04:00,4
2,02:00,04:00,5
2,02:00,04:00,6
2,02:00,04:00,7
2,02:00,04:00,8
2,10:00,12:00,4
2,10:00,12:00,5
2,10:00,12:00,6
2,10:00,12:00,7
2,10:00,12:00,8
3,06:00,08:00,1
3,06:00,08:00,2
3,06:00,08:00,3
3,06:00,08:00,4
3,06:00,08:00,5
3,06:00,08:00,6
3,06:00,08:00,7
3,06:00,08:00,8
3,14:00,16:00,5
3,14:00,16:00,6
3,14:00,16:00,7
3,14:00,16:00,8
3,22:00,00:00,8
4,04:00,06:00,6
4,04:00,06:00,7
4,04:00,06:00,8
4,12:00,14:00,8
4,20:00,22:00,3
4,20:00,22:00,4
4,20:00,22:00,5
4,20:00,22:00,6
4,20:00,22:00,7
4,20:00,22:00,8
5,00:00,02:00,5
5,00:00,02:00,6
5,00:00,02:00,7
5,00:00,02:00,8
5,08:00,10:00,6
5,08:00,10:00,7
5,08:00,10:00,8
5,16:00,18:00,2
5,16:00,18:00,3
5,16:00,18:00,4
5,16:00,18:00,5
5,16:00,18:00,6
5,16:00,18:00,7
5,16:00,18:00,8
6,04:00,06:00,1
6,04:00,06:00,2
6,04:00,06:00,3
6,04:00,06:00,4
6,04:00,06:00,5
6,04:00,06:00,6
6,04:00,06:00,7
6,04:00,06:00,8
6,12:00,14:00,3
6,12:00,14:00,4
6,12:00,14:00,5
6,12:00,14:00,6
6,12:00,14:00,7
6,12:00,14:00,8
6,20:00,22:00,8
7,00:00,02:00,4
7,00:00,02:00,5
7,00:00,02:00,6
7,00:00,02:00,7
7,00:00,02:00,8
7,18:00,20:00,4
7,18:00,20:00,5
7,18:00,20:00,6
7,18:00,20:00,7
7,18:00,20:00,8
