day_of_week,start_time,finsh_time,stage
1,20:00,22:00,5
1,20:00,22:00,6
1,20:00,22:00,7
1,20:00,22:00,8
2,06:00,08:00,4
2,06:00,08:00,5
2,06:00,08:00,6
2,06:00,08:00,7
2,06:00,08:00,8
2,22:00,00:00,5
2,22:00,00:00,6
2,22:00,00:00,7
2,22:00,00:00,8
3,12:00,14:00,5
3,12:00,14:00,6
3,12:00,14:00,7
3,12:00,14:00,8
4,02:00,04:00,5
4,02:00,04:00,6
4,02:00,04:00,7
4,02:00,04:00,8
4,14:00,16:00,4
4,14:00,16:00,5
4,14:00,16:00,6
4,14:00,16:00,7
4,14:00,16:00,8
5,00:00,02:00,4
5,00:00,02:00,5
5,00:00,02:00,6
5,00:00,02:00,7
5,00:00,02:00,8
5,10:00,12:00,5
5,10:00,12:00,6
5,10:00,12:00,7
5,10:00,12:00,8
6,18:00,20:00,4
6,18:00,20:00,5
6,18:00,20:00,6
6,18:00,20:00,7
6,18:00,20:00,8
7,08:00,10:00,4
7,08:00,10:00,5
7,08:00,10:00,6
7,08:00,10:00,7
7,08:00,10:00,8
7,22:00,00:00,4
7,22:00,00:00,5
7,22:00,00:00,6
7,22:00,00:00,7
7,22:00,00:00,8
