day_of_week,start_time,finsh_time,stage
1,12:00,16:00,6
1,12:00,16:00,7
1,12:00,16:00,8
2,00:00,04:00,2
2,00:00,04:00,3
2,00:00,04:00,4
2,00:00,04:00,5
2,00:00,04:00,6
2,00:00,04:00,7
2,00:00,04:00,8
2,08:00,12:00,1
2,08:00,12:00,2
2,08:00,12:00,3
2,08:00,12:00,4
2,08:00,12:00,5
2,08:00,12:00,6
2,08:00,12:00,7
2,08:00,12:00,8
3,20:00,00:00,7
3,20:00,00:00,8
7,12:00,16:00,1
7,12:00,16:00,2
7,12:00,16:00,3
7,12:00,16:00,4
7,12:00,16:00,5
7,12:00,16:00,6
7,12:00,16:00,7
7,12:00,16:00,8
7,20:00,00:00,3
7,20:00,00:00,4
7,20:00,00:00,5
7,20:00,00:00,6
7,20:00,00:00,7
7,20:00,00:00,8
