day_of_week,start_time,finsh_time,stage
2,12:00,16:00,7
2,20:00,00:00,1
2,20:00,00:00,2
2,20:00,00:00,3
2,20:00,00:00,4
2,20:00,00:00,5
2,20:00,00:00,6
2,20:00,00:00,7
2,20:00,00:00,8
3,00:00,04:00,2
3,00:00,04:00,3
3,00:00,04:00,4
3,00:00,04:00,5
3,00:00,04:00,6
3,00:00,04:00,7
3,00:00,04:00,8
3,16:00,20:00,3
3,16:00,20:00,4
3,16:00,20:00,5
3,16:00,20:00,7
3,20:00,00:00,6
4,04:00,08:00,5
4,04:00,08:00,6
4,04:00,08:00,7
4,12:00,16:00,7
4,12:00,16:00,8
5,00:00,04:00,6
5,00:00,04:00,7
5,00:00,04:00,8
5,16:00,20:00,7
5,16:00,20:00,8
6,04:00,08:00,1
6,04:00,08:00,2
6,04:00,08:00,3
6,04:00,08:00,4
6,04:00,08:00,5
6,04:00,08:00,5
6,04:00,08:00,6
6,04:00,08:00,6
6,04:00,08:00,7
6,04:00,08:00,7
6,04:00,08:00,8
6,04:00,08:00,8
6,12:00,16:00,3
6,12:00,16:00,4
6,12:00,16:00,5
6,12:00,16:00,6
6,12:00,16:00,7
6,20:00,00:00,7
7,08:00,12:00,6
7,08:00,12:00,7
7,08:00,12:00,8
7,16:00,20:00,2
7,16:00,20:00,3
7,16:00,20:00,4
7,16:00,20:00,5
7,16:00,20:00,6
7,16:00,20:00,7
7,16:00,20:00,8
